user_id,first_post_date,last_post_date,content_count,avg_interactions,max_interactions,total_interactions,active_days,avg_sentiment,sentiment_std,avg_title_length,avg_special_chars,post_timestamps,morning_ratio,afternoon_ratio,evening_ratio,night_ratio,viral_content_count,interaction_efficiency_viz,content_engagement_ratio,content_count_norm,content_engagement_ratio_norm,account_age_days,active_days_ratio,posting_consistency,posting_periodicity,content_stability,interaction_efficiency,creator_growth_potential,growth_potential,title_optimization,special_char_usage,sentiment_variation,content_quality_index,prime_time_ratio,time_diversity,activity_score,engagement_index,loyalty_index,viral_capability,viral_potential,influence_score,kmeans_cluster,dbscan_cluster,agg_cluster,gmm_cluster,ensemble_cluster,anomaly_score,is_anomaly,lof_anomaly,cluster_label,log_efficiency
_李大山_,2024-12-13 17:03:41,2025-04-28 17:03:41,2.0,1546.5,2592.0,3093.0,2.0,0.3752194941043854,0.14989349246025085,8.5,1.0,"2024-12-13 17:03:41,2025-04-28 17:03:41",0.0,1.0,0.0,0.0,0.0,773.25,0.2680449408951331,0.030303030293847566,0.4942210497823792,137.0,0.014598540145985401,0.9117646975692043,0.0,0.014598540145985401,0.40239708834071114,0.22296645532531745,0.2982157292202952,0.7390560576026516,0.8903748246887636,0.30199122730550493,0.6682167921319335,1.0,-7.213475800929758e-11,0.3828876972039903,0.8163039904733245,0.373465003115273,0.0,0.20046503763958004,0.45268738940864134,6,-1,7,2,6,0.00038439204815976513,False,False,3,0.3381829784252931
_长江以南,2024-06-30 17:03:41,2024-06-30 17:03:41,1.0,1280.0,1280.0,1280.0,1.0,0.9685689806938171,0.0,17.0,4.0,2024-06-30 17:03:41,0.0,1.0,0.0,0.0,0.0,1280.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2729201581824504,1.0,0.982352939513841,0.8886200854299007,0.5234964394261298,0.0,0.7935618351832825,1.0,-7.213475800929758e-11,0.36470587902768176,0.9166142123541814,0.9647058790276817,0.0,0.23806855055498474,0.4858487708268679,0,-1,0,7,0,0.15880746054273054,False,False,0,0.2413135981915535
-^小椿jj.🍥,2025-02-18 17:03:41,2025-02-18 17:03:41,1.0,3.0,3.0,3.0,1.0,0.7186310291290283,0.0,12.0,0.0,2025-02-18 17:03:41,0.0,1.0,0.0,0.0,0.0,3.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.21889402380146625,1.0,0.982352939513841,0.8923658810598359,0.6949985793937281,0.0,0.7686651631941975,1.0,-7.213475800929758e-11,0.36470587902768176,0.9273131850654108,0.9647058790276817,0.0,0.23059954895825924,0.4777573524304153,0,-1,0,0,0,0.15032360077164164,False,False,0,0.19794390972355863
-823_,2025-04-18 17:03:41,2025-04-18 17:03:41,1.0,3.0,3.0,3.0,1.0,0.3780730068683624,0.0,9.0,0.0,2025-04-18 17:03:41,0.0,1.0,0.0,0.0,0.0,3.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.25108001895553234,1.0,0.982352939513841,0.760957460953678,0.6949985793937281,0.0,0.6113430157385895,1.0,-7.213475800929758e-11,0.36470587902768176,0.6939107181807296,0.9647058790276817,0.0,0.18340290472157686,0.42662765450734264,1,-1,1,0,1,0.1485474245890841,False,False,0,0.2240071934323964
-Desire,2024-12-20 17:03:41,2024-12-20 17:03:41,1.0,20.0,20.0,20.0,1.0,0.7908419966697693,0.0,20.0,1.0,2024-12-20 17:03:41,0.0,1.0,0.0,0.0,0.0,20.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.18956445912380587,1.0,0.982352939513841,0.7572116653237426,0.8903748246887636,0.0,0.8128094955607584,1.0,-7.213475800929758e-11,0.36470587902768176,0.8739849951412215,0.9647058790276817,0.0,0.24384284866822753,0.4921042604495476,0,-1,0,4,0,0.15509916369031085,False,False,0,0.1735872393925237
-Lenayan,2024-06-13 17:03:41,2024-11-18 17:03:41,2.0,193.0,210.0,386.0,2.0,0.9826679825782776,0.01730400323867798,22.0,4.0,"2024-06-13 17:03:41,2024-11-18 17:03:41",0.0,1.0,0.0,0.0,0.0,96.5,0.2680449408951331,0.030303030293847566,0.4942210497823792,159.0,0.012578616352201259,0.9117646975692043,0.0,0.012578616352201259,0.21930755139279845,0.21646791394030193,0.2943604813896522,0.6696060519196373,0.5234964394261298,0.034862468607385,0.7252568246413483,1.0,-7.213475800929758e-11,0.3828876972039903,0.8876272146824042,0.3722530488390025,0.0,0.2175770473924045,0.4712253999742012,6,-1,7,2,6,0.020604047433196104,False,False,3,0.19828311678461907
-Miss蜜-,2025-05-06 17:03:41,2025-05-06 17:03:41,1.0,478.0,478.0,478.0,1.0,0.6287919878959656,0.0,19.0,1.0,2025-05-06 17:03:41,0.0,1.0,0.0,0.0,0.0,478.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2797307892235067,1.0,0.982352939513841,0.8010144720257952,0.8903748246887636,0.0,0.7733937615368415,1.0,-7.213475800929758e-11,0.36470587902768176,0.8997323364204779,0.9647058790276817,0.0,0.23201812846105244,0.4792941468917746,0,-1,0,4,0,0.16423805077616083,False,False,0,0.24664973489184422
-MyMy麦麦-,2024-12-07 17:03:41,2025-01-23 17:03:41,2.0,432.0,771.0,864.0,2.0,0.510748989880085,0.3311139866709709,12.0,3.5,"2025-01-23 17:03:41,2024-12-07 17:03:41",0.0,1.0,0.0,0.0,0.0,216.0,0.2680449408951331,0.030303030293847566,0.4942210497823792,48.0,0.041666666666666664,0.9117646975692043,0.0,0.041666666666666664,0.21303059794317236,0.28228751702678984,0.3359966980272358,0.8923658810598359,0.6211845620736476,0.6670971339152808,0.6747664776711896,1.0,-7.213475800929758e-11,0.3828876972039903,0.8265306010408797,0.3897058790276818,0.0,0.20242994330135686,0.45481603720889957,6,-1,7,2,6,0.011939822478638118,False,False,3,0.19312185465874906
-Nova,2025-07-19 16:10:05,2025-07-19 16:10:05,1.0,170.0,170.0,170.0,1.0,0.9861739873886108,0.0,25.0,4.0,2025-07-19 16:10:05,0.0,1.0,0.0,0.0,0.0,170.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.16648884228161048,1.0,0.982352939513841,0.5381976318134792,0.5234964394261298,0.0,0.6826226862094066,1.0,-7.213475800929758e-11,0.36470587902768176,0.8686574919246728,0.9647058790276817,0.0,0.20478680586282197,0.4497935474103582,0,-1,0,1,0,0.12787522140953006,False,False,0,0.15399824730853548
-Run,2025-02-02 17:03:41,2025-02-02 17:03:41,1.0,5.0,5.0,5.0,1.0,0.4396190047264099,0.0,9.0,2.0,2025-02-02 17:03:41,0.0,1.0,0.0,0.0,0.0,5.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.37349290463357465,1.0,0.982352939513841,0.760957460953678,0.9142489300162009,0.0,0.7049417985654296,1.0,-7.213475800929758e-11,0.36470587902768176,0.8619261638783207,0.9647058790276817,0.0,0.21148253956962887,0.45704725892606574,1,-1,0,0,1,0.15614517238397624,False,False,0,0.31735706063782754
-shine_,2025-05-22 17:03:41,2025-05-22 17:03:41,1.0,0.0,0.0,0.0,1.0,0.8907110095024109,0.0,24.0,2.0,2025-05-22 17:03:41,0.0,1.0,0.0,0.0,0.0,0.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2803611418114629,1.0,0.982352939513841,0.582000438515532,0.9142489300162009,0.0,0.7956534593447145,1.0,-7.213475800929758e-11,0.36470587902768176,0.8716903870204935,0.9647058790276817,0.0,0.23869603780341436,0.4865285486793333,0,-1,0,4,0,0.13831757073381834,False,False,0,0.24714218017715073
-大安安,2024-08-04 17:03:41,2024-08-04 17:03:41,1.0,1254.0,1254.0,1254.0,1.0,0.7730849981307983,0.0,15.0,3.0,2024-08-04 17:03:41,0.0,1.0,0.0,0.0,0.0,1254.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.05904168064678489,1.0,0.982352939513841,0.976225698834006,0.7188726847211653,0.0,0.8227277938953232,1.0,-7.213475800929758e-11,0.36470587902768176,0.8852901477341006,0.9647058790276817,0.0,0.24681833816859697,0.49532770740828114,0,-1,0,0,0,0.09577482161133183,False,False,0,0.05736442434029173
-小诗-,2024-09-11 17:03:41,2025-03-12 17:03:41,2.0,93.5,104.0,187.0,2.0,0.9959255158901215,0.0033434927463531494,21.0,5.0,"2025-03-12 17:03:41,2024-09-11 17:03:41",0.0,1.0,0.0,0.0,0.0,46.75,0.2680449408951331,0.030303030293847566,0.4942210497823792,183.0,0.01092896174863388,0.9117646975692043,0.0,0.01092896174863388,0.284179053036215,0.21066650477240326,0.29096488042463264,0.71340885862169,0.3281201941310943,0.006736152860178351,0.6791515228809685,1.0,-7.213475800929758e-11,0.3828876972039903,0.8482736923373424,0.37126325607686206,0.0,0.20374545686429055,0.45624117690207766,6,-1,7,2,6,0.017398876211730085,False,False,3,0.25011964495075684
-提莫的一天,2025-01-03 17:03:41,2025-01-03 17:03:41,1.0,2351.0,2351.0,2351.0,1.0,0.972025990486145,0.0,16.0,1.0,2025-01-03 17:03:41,0.0,1.0,0.0,0.0,0.0,2351.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.35227031821638966,1.0,0.982352939513841,0.9324228921319533,0.8903748246887636,0.0,0.9316079024356206,1.0,-7.213475800929758e-11,0.36470587902768176,0.8508948549078008,0.9647058790276817,0.0,0.27948237073068616,0.5307137426838777,0,-1,0,7,0,0.13660614074100635,True,True,0,0.3017848971446965
-画画的北北-,2024-09-13 17:03:41,2024-09-13 17:03:41,1.0,282.0,282.0,282.0,1.0,0.9256229996681213,0.0,18.0,0.0,2024-09-13 17:03:41,0.0,1.0,0.0,0.0,0.0,282.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.35016205766322284,1.0,0.982352939513841,0.844817278727848,0.6949985793937281,0.0,0.8218129525965657,1.0,-7.213475800929758e-11,0.36470587902768176,0.8760616136676538,0.9647058790276817,0.0,0.2465438857789697,0.49503038398618493,0,-1,0,7,0,0.1637004372189288,False,False,0,0.3002246279592865
-谢欣桐-,2024-09-25 17:03:41,2024-12-09 17:03:41,2.0,2463.5,2751.0,4927.0,2.0,0.5900950133800507,0.007912009954452515,20.5,5.5,"2024-09-25 17:03:41,2024-12-09 17:03:41",0.0,1.0,0.0,0.0,0.0,1231.75,0.2680449408951331,0.030303030293847566,0.4942210497823792,76.0,0.02631578947368421,0.9117646975692043,0.0,0.02631578947368421,0.2166352240616591,0.2529147100238403,0.3167050313678663,0.7353102619727163,0.23043207148357647,0.01594036910729866,0.5186124489454479,1.0,-7.213475800929758e-11,0.3828876972039903,0.6028082081814736,0.3804953527118923,0.0,0.15558373468363437,0.40406597787303355,6,-1,7,2,6,-0.024917470018570143,True,True,3,0.1960890353553557
，。,2024-08-24 17:03:41,2024-08-24 17:03:41,1.0,0.0,0.0,0.0,1.0,0.9152799844741821,0.0,4.0,0.0,2024-08-24 17:03:41,0.0,1.0,0.0,0.0,0.0,0.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.29207187428853826,1.0,0.982352939513841,0.5419434274434145,0.6949985793937281,0.0,0.7174073304371081,1.0,-7.213475800929758e-11,0.36470587902768176,0.8118596339102857,0.9647058790276817,0.0,0.21522219913113244,0.46109855678436124,0,-1,0,0,0,0.13847281553408097,False,False,0,0.25624703406739147
???,2024-11-29 17:03:41,2024-11-29 17:03:41,1.0,1.0,1.0,1.0,1.0,0.9915180206298828,0.0,15.0,0.0,2024-11-29 17:03:41,0.0,1.0,0.0,0.0,0.0,1.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.29450729651533697,1.0,0.982352939513841,0.976225698834006,0.6949985793937281,0.0,0.8875807662858723,1.0,-7.213475800929758e-11,0.36470587902768176,0.9260021770918043,0.9647058790276817,0.0,0.2662742298857617,0.5164049234352096,0,-1,0,7,0,0.14767962404211632,False,False,0,0.2581301567446221
.,2025-03-16 17:03:41,2025-03-16 17:03:41,1.0,0.0,0.0,0.0,1.0,0.9735339879989624,0.0,20.0,0.0,2025-03-16 17:03:41,0.0,1.0,0.0,0.0,0.0,0.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3504153686920633,1.0,0.982352939513841,0.7572116653237426,0.6949985793937281,0.0,0.8085814109054777,1.0,-7.213475800929758e-11,0.36470587902768176,0.8659486122675575,0.9647058790276817,0.0,0.2425744232716433,0.49073013293658135,0,-1,0,7,0,0.15136605784765006,False,False,0,0.3004122256390355
..,2024-09-11 17:03:41,2024-09-27 17:03:41,2.0,1.0,2.0,2.0,2.0,0.8453589975833893,0.14768502116203308,10.5,0.0,"2024-09-11 17:03:41,2024-09-27 17:03:41",0.0,1.0,0.0,0.0,0.0,0.5,0.2680449408951331,0.030303030293847566,0.4942210497823792,17.0,0.11764705882352941,0.9117646975692043,0.0,0.11764705882352941,0.2939445144169819,0.3800937667159343,0.40769394051886687,0.8266616710067569,0.6949985793937281,0.29754180827555854,0.7890064159946247,1.0,-7.213475800929758e-11,0.3828876972039903,0.8611509337761782,0.43529411432179943,0.0,0.23670192479838742,0.491944017164016,6,-1,7,5,6,0.004583962511803041,True,True,3,0.2576953160380298
..是两颗痣,2025-07-20 15:00:53,2025-07-20 15:00:53,1.0,192.0,192.0,192.0,1.0,0.157942995429039,0.0,9.0,0.0,2025-07-20 15:00:53,0.0,1.0,0.0,0.0,0.0,192.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.25821380799978816,1.0,0.982352939513841,0.760957460953678,0.6949985793937281,0.0,0.537966345258815,1.0,-7.213475800929758e-11,0.36470587902768176,0.7838011874116346,0.9647058790276817,0.0,0.16138990357764452,0.40278023660141593,1,-1,1,0,1,0.13646262930321823,False,False,0,0.22969310250128974
。,2025-05-10 17:03:41,2025-07-20 12:21:00,2.0,1377.5,2754.0,2755.0,2.0,0.7041540145874023,0.28227901458740234,14.0,1.0,"2025-05-10 17:03:41,2025-07-20 12:21:00",0.0,1.0,0.0,0.0,0.0,688.75,0.2680449408951331,0.030303030293847566,0.4942210497823792,71.80369212962962,0.027853720897657083,0.9117646975692043,0.0,0.027853720897657083,0.34457280188647216,0.25622016616694177,0.3188191388666089,0.9799714944639413,0.8903748246887636,0.5687090523989483,0.858166777913369,1.0,-7.213475800929758e-11,0.3828876972039903,0.8918505127083318,0.38141811156627603,0.0,0.2574500333740107,0.5144211347876079,6,-1,7,2,6,0.03063599229138969,False,False,3,0.29607634318681036
。。,2024-09-05 17:03:41,2025-05-30 17:03:41,2.0,1.0,2.0,2.0,2.0,0.7016929984092712,0.17554402351379395,11.0,0.0,"2024-09-05 17:03:41,2025-05-30 17:03:41",0.0,1.0,0.0,0.0,0.0,0.5,0.2680449408951331,0.030303030293847566,0.4942210497823792,268.0,0.007462686567164179,0.9117646975692043,0.0,0.007462686567164179,0.3476478111445828,0.19636621339817803,0.28277485218307913,0.8485630743577833,0.6949985793937281,0.3536694904959607,0.7484182173869276,1.0,-7.213475800929758e-11,0.3828876972039903,0.8228151805913229,0.36918349096798025,0.0,0.22452546521607827,0.4787528526165144,6,-1,7,2,6,0.014396188514207653,False,False,3,0.2983607106568676
。。。,2024-07-01 17:03:41,2024-07-01 17:03:41,1.0,0.0,0.0,0.0,1.0,0.21270999312400818,0.0,16.0,0.0,2024-07-01 17:03:41,0.0,1.0,0.0,0.0,0.0,0.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.07898442547664541,1.0,0.982352939513841,0.9324228921319533,0.6949985793937281,0.0,0.6133771548832299,1.0,-7.213475800929758e-11,0.36470587902768176,0.8959873793699147,0.9647058790276817,0.0,0.18401314646496894,0.42728874972935077,1,-1,1,4,1,0.0784875853964419,True,True,0,0.0760202519518468
"""ななちゃん〞",2025-05-06 17:03:41,2025-05-06 17:03:41,1.0,2.0,2.0,2.0,1.0,0.9641439914703369,0.0,4.0,0.0,2025-05-06 17:03:41,0.0,1.0,0.0,0.0,0.0,2.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.37381765758620755,1.0,0.982352939513841,0.5419434274434145,0.6949985793937281,0.0,0.7336953327691598,1.0,-7.213475800929758e-11,0.36470587902768176,0.8167152606678498,0.9647058790276817,0.0,0.22010859983074793,0.46639215754227803,0,-1,0,0,0,0.1409761374886968,False,False,0,0.3175934758131713
*KJ*MM,2025-03-15 17:03:41,2025-03-15 17:03:41,1.0,38.0,38.0,38.0,1.0,0.942566990852356,0.0,19.0,1.0,2025-03-15 17:03:41,0.0,1.0,0.0,0.0,0.0,38.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.38590667976225324,1.0,0.982352939513841,0.8010144720257952,0.8903748246887636,0.0,0.8779854291889716,1.0,-7.213475800929758e-11,0.36470587902768176,0.8667694286940335,0.9647058790276817,0.0,0.2633956287566915,0.5132864388787168,0,-1,0,7,0,0.1533911914549102,False,False,0,0.3263545678820387
*Nicoole*,2024-06-15 17:03:41,2024-06-15 17:03:41,1.0,778.0,778.0,778.0,1.0,0.5157399773597717,0.0,18.0,8.0,2024-06-15 17:03:41,0.0,1.0,0.0,0.0,0.0,778.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.12263320228113034,1.0,0.982352939513841,0.844817278727848,0.0,0.0,0.4535190853625399,1.0,-7.213475800929758e-11,0.36470587902768176,0.7181283560650615,0.9647058790276817,0.0,0.13605572560876195,0.37533487713512653,2,-1,1,1,2,0.08270742827921324,False,False,0,0.11567699932334367
＆T,2025-01-08 17:03:41,2025-01-08 17:03:41,1.0,2.0,2.0,2.0,1.0,0.5262330174446106,0.0,3.0,0.0,2025-01-08 17:03:41,0.0,1.0,0.0,0.0,0.0,2.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.13577659346453394,1.0,0.982352939513841,0.4981406207413619,0.6949985793937281,0.0,0.5731240725265668,1.0,-7.213475800929758e-11,0.36470587902768176,0.7381314525233407,0.9647058790276817,0.0,0.17193722175797005,0.4142064979634353,1,-1,1,0,1,0.10839229963609537,False,False,0,0.1273166402760833
0.01,2025-04-06 17:03:41,2025-04-06 17:03:41,1.0,11000.0,11000.0,11000.0,1.0,0.6709809899330139,0.0,9.0,0.0,2025-04-06 17:03:41,0.0,1.0,0.0,0.0,1.0,11000.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.24058332960595888,1.0,0.982352939513841,0.760957460953678,0.6949985793937281,0.0,0.7089790100934733,1.0,-7.213475800929758e-11,0.36470587902768176,0.7776860086187289,0.9647058790276817,1.0,0.912693703028042,0.63335935267268,4,-1,4,3,4,0.03497815637106261,False,False,1,0.21558169610238617
0118,2024-06-17 17:03:41,2024-06-17 17:03:41,1.0,1.0,1.0,1.0,1.0,0.4653240144252777,0.0,5.0,0.0,2024-06-17 17:03:41,0.0,1.0,0.0,0.0,0.0,1.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3865620365988093,1.0,0.982352939513841,0.5857462341454672,0.6949985793937281,0.0,0.5820229426548243,1.0,-7.213475800929758e-11,0.36470587902768176,0.8082473940780373,0.9647058790276817,0.0,0.1746068827964473,0.417098630755119,1,-1,1,0,1,0.14226120492490107,False,False,0,0.32682732838237893
03Berlintone,2025-07-20 15:00:53,2025-07-20 15:00:53,1.0,73.0,73.0,73.0,1.0,0.5,0.0,6.0,1.0,2025-07-20 15:00:53,0.0,1.0,0.0,0.0,0.0,73.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.37706764922322683,1.0,0.982352939513841,0.62954904084752,0.8903748246887636,0.0,0.6733079551787612,1.0,-7.213475800929758e-11,0.36470587902768176,0.7444616454352877,0.9647058790276817,0.0,0.20199238655362836,0.44676625982539847,1,-1,1,0,1,0.1608164007924524,False,False,0,0.3199563465159779
